column_label	.y.	group1	group2	n1	n2	statistic	p	p.adj	p.adj.signif
4	length	C. elegans Adult	C. elegans L1	20	20	400	6.78e-08	1.12e-07	****
4	length	C. elegans Adult	C. elegans L2	20	20	400	1.45e-11	1.88e-10	****
4	length	C. elegans Adult	C. elegans L3	20	20	400	6.77e-08	1.12e-07	****
4	length	C. elegans Adult	C. elegans L4	20	20	378	1.57e-06	2.01e-06	****
4	length	C. elegans Adult	C. inopinata Adult	20	20	0	1.45e-11	1.88e-10	****
4	length	C. elegans Adult	C. inopinata Dauer	20	20	400	6.78e-08	1.12e-07	****
4	length	C. elegans Adult	C. inopinata L1	20	20	400	6.75e-08	1.12e-07	****
4	length	C. elegans Adult	C. inopinata L2	20	20	400	6.78e-08	1.12e-07	****
4	length	C. elegans Adult	C. inopinata L3	20	20	384.5	6.43e-07	8.6e-07	****
4	length	C. elegans Adult	C. inopinata L4	20	20	122	0.036	0.039	*
4	length	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.78e-08	1.12e-07	****
4	length	C. elegans Dauer	C. elegans L1	20	20	400	6.78e-08	1.12e-07	****
4	length	C. elegans Dauer	C. elegans L2	20	20	333	0.000338	0.000394	***
4	length	C. elegans Dauer	C. elegans L3	20	20	67	0.000337	0.000394	***
4	length	C. elegans Dauer	C. elegans L4	20	20	0	6.79e-08	1.12e-07	****
4	length	C. elegans Dauer	C. inopinata Adult	20	20	0	1.45e-11	1.88e-10	****
4	length	C. elegans Dauer	C. inopinata Dauer	20	20	255.5	0.137	0.148	ns
4	length	C. elegans Dauer	C. inopinata L1	20	20	400	6.75e-08	1.12e-07	****
4	length	C. elegans Dauer	C. inopinata L2	20	20	233	0.379	0.396	ns
4	length	C. elegans Dauer	C. inopinata L3	20	20	5.5	1.54e-07	2.26e-07	****
4	length	C. elegans Dauer	C. inopinata L4	20	20	0	6.79e-08	1.12e-07	****
4	length	C. elegans Dauer	C. tropicalis Dauer	20	20	91	0.003	0.004	**
4	length	C. elegans L1	C. elegans L2	20	20	0	6.78e-08	1.12e-07	****
4	length	C. elegans L1	C. elegans L3	20	20	0	6.75e-08	1.12e-07	****
4	length	C. elegans L1	C. elegans L4	20	20	0	6.77e-08	1.12e-07	****
4	length	C. elegans L1	C. inopinata Adult	20	20	0	6.78e-08	1.12e-07	****
