column_label	.y.	group1	group2	n1	n2	statistic	p	p.adj	p.adj.signif
12	width	C. inopinata Adult	C. tropicalis Dauer	20	20	400	6.35e-08	1.49e-07	****
12	width	C. inopinata Dauer	C. inopinata L1	20	20	400	6.04e-08	1.49e-07	****
12	width	C. inopinata Dauer	C. inopinata L2	20	20	316.5	0.002	0.002	**
12	width	C. inopinata Dauer	C. inopinata L3	20	20	41	1.7e-05	2.24e-05	****
12	width	C. inopinata Dauer	C. inopinata L4	20	20	1	7.61e-08	1.53e-07	****
12	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	380.5	1.04e-06	1.58e-06	****
12	width	C. inopinata L1	C. inopinata L2	20	20	25.5	2.2e-06	3.18e-06	****
12	width	C. inopinata L1	C. inopinata L3	20	20	0	6.11e-08	1.49e-07	****
12	width	C. inopinata L1	C. inopinata L4	20	20	0	6.14e-08	1.49e-07	****
12	width	C. inopinata L1	C. tropicalis Dauer	20	20	68	0.00032	0.000378	***
12	width	C. inopinata L2	C. inopinata L3	20	20	19	1.02e-06	1.57e-06	****
12	width	C. inopinata L2	C. inopinata L4	20	20	1	7.7e-08	1.53e-07	****
12	width	C. inopinata L2	C. tropicalis Dauer	20	20	291	0.014	0.015	*
12	width	C. inopinata L3	C. inopinata L4	20	20	24	1.98e-06	2.91e-06	****
12	width	C. inopinata L3	C. tropicalis Dauer	20	20	395	1.32e-07	2.22e-07	****
12	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	6.29e-08	1.49e-07	****
13	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.25e-08	1.63e-07	****
13	width	C. briggsae Dauer	C. elegans Dauer	20	20	162	0.307	0.329	ns
13	width	C. briggsae Dauer	C. elegans L1	20	20	251	0.168	0.182	ns
13	width	C. briggsae Dauer	C. elegans L2	20	20	25.5	2.1e-06	3.13e-06	****
13	width	C. briggsae Dauer	C. elegans L3	20	20	0	5.81e-08	1.63e-07	****
13	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.28e-08	1.63e-07	****
13	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.29e-08	1.63e-07	****
13	width	C. briggsae Dauer	C. inopinata Dauer	20	20	6.5	1.6e-07	2.85e-07	****
13	width	C. briggsae Dauer	C. inopinata L1	20	20	197.5	0.956	0.967	ns
13	width	C. briggsae Dauer	C. inopinata L2	20	20	49	4.19e-05	5.61e-05	****
13	width	C. briggsae Dauer	C. inopinata L3	20	20	2	8.37e-08	1.73e-07	****
13	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.23e-08	1.63e-07	****
13	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	127	0.048	0.054	ns
13	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.54e-08	1.63e-07	****
13	width	C. elegans Adult	C. elegans L1	20	20	400	6e-08	1.63e-07	****
13	width	C. elegans Adult	C. elegans L2	20	20	400	5.77e-08	1.63e-07	****
13	width	C. elegans Adult	C. elegans L3	20	20	399	7.12e-08	1.67e-07	****
13	width	C. elegans Adult	C. elegans L4	20	20	337	0.000219	0.000281	***
13	width	C. elegans Adult	C. inopinata Adult	20	20	131	0.064	0.07	ns
13	width	C. elegans Adult	C. inopinata Dauer	20	20	398	8.76e-08	1.75e-07	****
13	width	C. elegans Adult	C. inopinata L1	20	20	400	6.12e-08	1.63e-07	****
13	width	C. elegans Adult	C. inopinata L2	20	20	400	6.57e-08	1.63e-07	****
13	width	C. elegans Adult	C. inopinata L3	20	20	398.5	8.19e-08	1.73e-07	****
13	width	C. elegans Adult	C. inopinata L4	20	20	333	0.00033	0.000417	***
13	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.51e-08	1.63e-07	****
13	width	C. elegans Dauer	C. elegans L1	20	20	275	0.042	0.047	*
13	width	C. elegans Dauer	C. elegans L2	20	20	51.5	5.39e-05	7.01e-05	****
13	width	C. elegans Dauer	C. elegans L3	20	20	0	6.08e-08	1.63e-07	****
13	width	C. elegans Dauer	C. elegans L4	20	20	0	6.57e-08	1.63e-07	****
13	width	C. elegans Dauer	C. inopinata Adult	20	20	0	6.59e-08	1.63e-07	****
13	width	C. elegans Dauer	C. inopinata Dauer	20	20	8.5	2.25e-07	3.72e-07	****
13	width	C. elegans Dauer	C. inopinata L1	20	20	226	0.487	0.504	ns
13	width	C. elegans Dauer	C. inopinata L2	20	20	91	0.003	0.004	**
13	width	C. elegans Dauer	C. inopinata L3	20	20	4.5	1.27e-07	2.31e-07	****
13	width	C. elegans Dauer	C. inopinata L4	20	20	0	6.52e-08	1.63e-07	****
13	width	C. elegans Dauer	C. tropicalis Dauer	20	20	173	0.471	0.493	ns
13	width	C. elegans L1	C. elegans L2	20	20	3.5	8.85e-08	1.75e-07	****
13	width	C. elegans L1	C. elegans L3	20	20	0	5.57e-08	1.63e-07	****
13	width	C. elegans L1	C. elegans L4	20	20	0	6.02e-08	1.63e-07	****
13	width	C. elegans L1	C. inopinata Adult	20	20	0	6.04e-08	1.63e-07	****
13	width	C. elegans L1	C. inopinata Dauer	20	20	0.5	6.37e-08	1.63e-07	****
13	width	C. elegans L1	C. inopinata L1	20	20	118	0.024	0.028	*
13	width	C. elegans L1	C. inopinata L2	20	20	15.5	5.57e-07	8.59e-07	****
13	width	C. elegans L1	C. inopinata L3	20	20	0	5.94e-08	1.63e-07	****
13	width	C. elegans L1	C. inopinata L4	20	20	0	5.98e-08	1.63e-07	****
13	width	C. elegans L1	C. tropicalis Dauer	20	20	81.5	0.001	0.002	**
13	width	C. elegans L2	C. elegans L3	20	20	0	5.36e-08	1.63e-07	****
13	width	C. elegans L2	C. elegans L4	20	20	0	5.79e-08	1.63e-07	****
13	width	C. elegans L2	C. inopinata Adult	20	20	0	5.81e-08	1.63e-07	****
13	width	C. elegans L2	C. inopinata Dauer	20	20	38	1.08e-05	1.49e-05	****
13	width	C. elegans L2	C. inopinata L1	20	20	395	1.13e-07	2.14e-07	****
13	width	C. elegans L2	C. inopinata L2	20	20	231	0.405	0.429	ns
13	width	C. elegans L2	C. inopinata L3	20	20	17	6.73e-07	1.02e-06	****
13	width	C. elegans L2	C. inopinata L4	20	20	0	5.75e-08	1.63e-07	****
13	width	C. elegans L2	C. tropicalis Dauer	20	20	349	5.19e-05	6.84e-05	****
13	width	C. elegans L3	C. elegans L4	20	20	7	1.75e-07	3e-07	****
13	width	C. elegans L3	C. inopinata Adult	20	20	1	7.17e-08	1.67e-07	****
13	width	C. elegans L3	C. inopinata Dauer	20	20	321	0.001	0.001	**
13	width	C. elegans L3	C. inopinata L1	20	20	400	5.69e-08	1.63e-07	****
13	width	C. elegans L3	C. inopinata L2	20	20	369.5	4.48e-06	6.37e-06	****
13	width	C. elegans L3	C. inopinata L3	20	20	200	1	1	ns
13	width	C. elegans L3	C. inopinata L4	20	20	4	1.11e-07	2.14e-07	****
13	width	C. elegans L3	C. tropicalis Dauer	20	20	400	6.06e-08	1.63e-07	****
13	width	C. elegans L4	C. inopinata Adult	20	20	29.5	4.19e-06	6.05e-06	****
13	width	C. elegans L4	C. inopinata Dauer	20	20	390	2.85e-07	4.47e-07	****
13	width	C. elegans L4	C. inopinata L1	20	20	400	6.14e-08	1.63e-07	****
13	width	C. elegans L4	C. inopinata L2	20	20	400	6.6e-08	1.63e-07	****
13	width	C. elegans L4	C. inopinata L3	20	20	391.5	2.3e-07	3.74e-07	****
13	width	C. elegans L4	C. inopinata L4	20	20	186.5	0.724	0.74	ns
13	width	C. elegans L4	C. tropicalis Dauer	20	20	400	6.54e-08	1.63e-07	****
13	width	C. inopinata Adult	C. inopinata Dauer	20	20	399	7.63e-08	1.69e-07	****
13	width	C. inopinata Adult	C. inopinata L1	20	20	400	6.16e-08	1.63e-07	****
13	width	C. inopinata Adult	C. inopinata L2	20	20	400	6.62e-08	1.63e-07	****
13	width	C. inopinata Adult	C. inopinata L3	20	20	398.5	8.24e-08	1.73e-07	****
13	width	C. inopinata Adult	C. inopinata L4	20	20	369	5.05e-06	7.07e-06	****
13	width	C. inopinata Adult	C. tropicalis Dauer	20	20	400	6.56e-08	1.63e-07	****
13	width	C. inopinata Dauer	C. inopinata L1	20	20	400	6.03e-08	1.63e-07	****
13	width	C. inopinata Dauer	C. inopinata L2	20	20	326.5	0.000628	0.000783	***
13	width	C. inopinata Dauer	C. inopinata L3	20	20	103.5	0.009	0.011	*
13	width	C. inopinata Dauer	C. inopinata L4	20	20	9	2.45e-07	3.91e-07	****
13	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	391.5	2.22e-07	3.72e-07	****
13	width	C. inopinata L1	C. inopinata L2	20	20	29.5	3.67e-06	5.39e-06	****
13	width	C. inopinata L1	C. inopinata L3	20	20	0	6.06e-08	1.63e-07	****
13	width	C. inopinata L1	C. inopinata L4	20	20	0	6.1e-08	1.63e-07	****
13	width	C. inopinata L1	C. tropicalis Dauer	20	20	123.5	0.038	0.043	*
13	width	C. inopinata L2	C. inopinata L3	20	20	37.5	1.13e-05	1.53e-05	****
13	width	C. inopinata L2	C. inopinata L4	20	20	1	7.62e-08	1.69e-07	****
13	width	C. inopinata L2	C. tropicalis Dauer	20	20	292	0.013	0.015	*
13	width	C. inopinata L3	C. inopinata L4	20	20	6.5	1.71e-07	2.99e-07	****
13	width	C. inopinata L3	C. tropicalis Dauer	20	20	395.5	1.26e-07	2.31e-07	****
13	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	6.49e-08	1.63e-07	****
14	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.58e-08	1.4e-07	****
14	width	C. briggsae Dauer	C. elegans Dauer	20	20	187.5	0.744	0.752	ns
14	width	C. briggsae Dauer	C. elegans L1	20	20	276	0.039	0.043	*
14	width	C. briggsae Dauer	C. elegans L2	20	20	36.5	8.64e-06	1.12e-05	****
14	width	C. briggsae Dauer	C. elegans L3	20	20	0	6.19e-08	1.4e-07	****
14	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.52e-08	1.4e-07	****
14	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.65e-08	1.4e-07	****
14	width	C. briggsae Dauer	C. inopinata Dauer	20	20	19	9.82e-07	1.46e-06	****
14	width	C. briggsae Dauer	C. inopinata L1	20	20	240	0.28	0.293	ns
14	width	C. briggsae Dauer	C. inopinata L2	20	20	79	0.001	0.001	**
14	width	C. briggsae Dauer	C. inopinata L3	20	20	3.5	1.11e-07	1.98e-07	****
14	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.44e-08	1.4e-07	****
14	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	166	0.362	0.374	ns
14	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.24e-08	1.4e-07	****
14	width	C. elegans Adult	C. elegans L1	20	20	400	6.07e-08	1.4e-07	****
14	width	C. elegans Adult	C. elegans L2	20	20	400	5.61e-08	1.4e-07	****
14	width	C. elegans Adult	C. elegans L3	20	20	400	6.2e-08	1.4e-07	****
14	width	C. elegans Adult	C. elegans L4	20	20	390.5	2.6e-07	4.38e-07	****
14	width	C. elegans Adult	C. inopinata Adult	20	20	78.5	0.001	0.001	**
14	width	C. elegans Adult	C. inopinata Dauer	20	20	400	6.44e-08	1.4e-07	****
14	width	C. elegans Adult	C. inopinata L1	20	20	400	6.11e-08	1.4e-07	****
14	width	C. elegans Adult	C. inopinata L2	20	20	400	6.6e-08	1.4e-07	****
14	width	C. elegans Adult	C. inopinata L3	20	20	400	6.59e-08	1.4e-07	****
14	width	C. elegans Adult	C. inopinata L4	20	20	379.5	1.22e-06	1.79e-06	****
14	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.5e-08	1.4e-07	****
14	width	C. elegans Dauer	C. elegans L1	20	20	293	0.011	0.012	*
14	width	C. elegans Dauer	C. elegans L2	20	20	37	8.83e-06	1.13e-05	****
14	width	C. elegans Dauer	C. elegans L3	20	20	2.5	8.39e-08	1.62e-07	****
14	width	C. elegans Dauer	C. elegans L4	20	20	0	6.19e-08	1.4e-07	****
14	width	C. elegans Dauer	C. inopinata Adult	20	20	0	6.31e-08	1.4e-07	****
14	width	C. elegans Dauer	C. inopinata Dauer	20	20	25.5	2.23e-06	3.12e-06	****
14	width	C. elegans Dauer	C. inopinata L1	20	20	252	0.156	0.165	ns
14	width	C. elegans Dauer	C. inopinata L2	20	20	85.5	0.002	0.002	**
14	width	C. elegans Dauer	C. inopinata L3	20	20	4	1.13e-07	1.98e-07	****
14	width	C. elegans Dauer	C. inopinata L4	20	20	0	6.11e-08	1.4e-07	****
14	width	C. elegans Dauer	C. tropicalis Dauer	20	20	178	0.557	0.57	ns
14	width	C. elegans L1	C. elegans L2	20	20	0	5.16e-08	1.4e-07	****
14	width	C. elegans L1	C. elegans L3	20	20	0	5.7e-08	1.4e-07	****
14	width	C. elegans L1	C. elegans L4	20	20	0	6.01e-08	1.4e-07	****
14	width	C. elegans L1	C. inopinata Adult	20	20	0	6.14e-08	1.4e-07	****
14	width	C. elegans L1	C. inopinata Dauer	20	20	0	5.93e-08	1.4e-07	****
14	width	C. elegans L1	C. inopinata L1	20	20	143	0.118	0.128	ns
14	width	C. elegans L1	C. inopinata L2	20	20	13	3.96e-07	6.55e-07	****
14	width	C. elegans L1	C. inopinata L3	20	20	0	6.07e-08	1.4e-07	****
14	width	C. elegans L1	C. inopinata L4	20	20	0	5.94e-08	1.4e-07	****
14	width	C. elegans L1	C. tropicalis Dauer	20	20	79	0.000999	0.001	**
14	width	C. elegans L2	C. elegans L3	20	20	2.5	7.55e-08	1.49e-07	****
14	width	C. elegans L2	C. elegans L4	20	20	0	5.56e-08	1.4e-07	****
14	width	C. elegans L2	C. inopinata Adult	20	20	0	5.68e-08	1.4e-07	****
14	width	C. elegans L2	C. inopinata Dauer	20	20	107.5	0.012	0.013	*
14	width	C. elegans L2	C. inopinata L1	20	20	399.5	5.6e-08	1.4e-07	****
14	width	C. elegans L2	C. inopinata L2	20	20	262	0.093	0.102	ns
14	width	C. elegans L2	C. inopinata L3	20	20	19.5	9.51e-07	1.44e-06	****
14	width	C. elegans L2	C. inopinata L4	20	20	0	5.49e-08	1.4e-07	****
14	width	C. elegans L2	C. tropicalis Dauer	20	20	369.5	4.09e-06	5.47e-06	****
14	width	C. elegans L3	C. elegans L4	20	20	2.5	8.94e-08	1.69e-07	****
14	width	C. elegans L3	C. inopinata Adult	20	20	0.5	6.75e-08	1.4e-07	****
14	width	C. elegans L3	C. inopinata Dauer	20	20	370	3.89e-06	5.28e-06	****
14	width	C. elegans L3	C. inopinata L1	20	20	400	5.74e-08	1.4e-07	****
14	width	C. elegans L3	C. inopinata L2	20	20	369.5	4.53e-06	5.97e-06	****
14	width	C. elegans L3	C. inopinata L3	20	20	147.5	0.155	0.165	ns
14	width	C. elegans L3	C. inopinata L4	20	20	4.5	1.18e-07	2.03e-07	****
14	width	C. elegans L3	C. tropicalis Dauer	20	20	400	6.12e-08	1.4e-07	****
14	width	C. elegans L4	C. inopinata Adult	20	20	17.5	8.31e-07	1.3e-06	****
14	width	C. elegans L4	C. inopinata Dauer	20	20	400	6.39e-08	1.4e-07	****
14	width	C. elegans L4	C. inopinata L1	20	20	400	6.06e-08	1.4e-07	****
14	width	C. elegans L4	C. inopinata L2	20	20	400	6.54e-08	1.4e-07	****
14	width	C. elegans L4	C. inopinata L3	20	20	385	5.71e-07	9.28e-07	****
14	width	C. elegans L4	C. inopinata L4	20	20	191	0.817	0.817	ns
14	width	C. elegans L4	C. tropicalis Dauer	20	20	400	6.45e-08	1.4e-07	****
14	width	C. inopinata Adult	C. inopinata Dauer	20	20	400	6.51e-08	1.4e-07	****
14	width	C. inopinata Adult	C. inopinata L1	20	20	400	6.18e-08	1.4e-07	****
14	width	C. inopinata Adult	C. inopinata L2	20	20	400	6.67e-08	1.4e-07	****
14	width	C. inopinata Adult	C. inopinata L3	20	20	397	1.04e-07	1.89e-07	****
14	width	C. inopinata Adult	C. inopinata L4	20	20	382	8.82e-07	1.36e-06	****
14	width	C. inopinata Adult	C. tropicalis Dauer	20	20	400	6.58e-08	1.4e-07	****
14	width	C. inopinata Dauer	C. inopinata L1	20	20	400	5.97e-08	1.4e-07	****
14	width	C. inopinata Dauer	C. inopinata L2	20	20	301	0.006	0.007	**
14	width	C. inopinata Dauer	C. inopinata L3	20	20	40	1.5e-05	1.9e-05	****
14	width	C. inopinata Dauer	C. inopinata L4	20	20	0.5	6.79e-08	1.4e-07	****
14	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	384	6.37e-07	1.02e-06	****
14	width	C. inopinata L1	C. inopinata L2	20	20	25.5	2.2e-06	3.12e-06	****
14	width	C. inopinata L1	C. inopinata L3	20	20	0	6.11e-08	1.4e-07	****
14	width	C. inopinata L1	C. inopinata L4	20	20	0	5.98e-08	1.4e-07	****
14	width	C. inopinata L1	C. tropicalis Dauer	20	20	109.5	0.014	0.016	*
14	width	C. inopinata L2	C. inopinata L3	20	20	28	3.4e-06	4.69e-06	****
14	width	C. inopinata L2	C. inopinata L4	20	20	1	7.51e-08	1.49e-07	****
14	width	C. inopinata L2	C. tropicalis Dauer	20	20	303.5	0.005	0.006	**
14	width	C. inopinata L3	C. inopinata L4	20	20	21.5	1.39e-06	2.01e-06	****
14	width	C. inopinata L3	C. tropicalis Dauer	20	20	397.5	9.46e-08	1.76e-07	****
14	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	6.37e-08	1.4e-07	****
15	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.23e-08	1.4e-07	****
15	width	C. briggsae Dauer	C. elegans Dauer	20	20	135	0.079	0.085	ns
15	width	C. briggsae Dauer	C. elegans L1	20	20	277	0.036	0.04	*
15	width	C. briggsae Dauer	C. elegans L2	20	20	24	1.75e-06	2.61e-06	****
15	width	C. briggsae Dauer	C. elegans L3	20	20	0	5.98e-08	1.4e-07	****
15	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.21e-08	1.4e-07	****
15	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.29e-08	1.4e-07	****
15	width	C. briggsae Dauer	C. inopinata Dauer	20	20	6.5	1.63e-07	2.75e-07	****
15	width	C. briggsae Dauer	C. inopinata L1	20	20	222	0.555	0.555	ns
15	width	C. briggsae Dauer	C. inopinata L2	20	20	54	7.01e-05	8.98e-05	****
15	width	C. briggsae Dauer	C. inopinata L3	20	20	0	6.18e-08	1.4e-07	****
15	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.27e-08	1.4e-07	****
15	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	161	0.292	0.302	ns
15	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.59e-08	1.4e-07	****
15	width	C. elegans Adult	C. elegans L1	20	20	400	5.88e-08	1.4e-07	****
15	width	C. elegans Adult	C. elegans L2	20	20	400	6.32e-08	1.4e-07	****
15	width	C. elegans Adult	C. elegans L3	20	20	398.5	7.94e-08	1.54e-07	****
15	width	C. elegans Adult	C. elegans L4	20	20	356	2.54e-05	3.4e-05	****
15	width	C. elegans Adult	C. inopinata Adult	20	20	120.5	0.032	0.036	*
15	width	C. elegans Adult	C. inopinata Dauer	20	20	400	6.59e-08	1.4e-07	****
15	width	C. elegans Adult	C. inopinata L1	20	20	400	6.12e-08	1.4e-07	****
15	width	C. elegans Adult	C. inopinata L2	20	20	400	6.55e-08	1.4e-07	****
15	width	C. elegans Adult	C. inopinata L3	20	20	388	3.8e-07	6.18e-07	****
15	width	C. elegans Adult	C. inopinata L4	20	20	351.5	4.35e-05	5.74e-05	****
15	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.5e-08	1.4e-07	****
15	width	C. elegans Dauer	C. elegans L1	20	20	317	0.001	0.002	**
15	width	C. elegans Dauer	C. elegans L2	20	20	109.5	0.014	0.017	*
15	width	C. elegans Dauer	C. elegans L3	20	20	0	6.32e-08	1.4e-07	****
15	width	C. elegans Dauer	C. elegans L4	20	20	0	6.56e-08	1.4e-07	****
15	width	C. elegans Dauer	C. inopinata Adult	20	20	0	6.65e-08	1.4e-07	****
15	width	C. elegans Dauer	C. inopinata Dauer	20	20	41	1.71e-05	2.32e-05	****
15	width	C. elegans Dauer	C. inopinata L1	20	20	277.5	0.036	0.04	*
15	width	C. elegans Dauer	C. inopinata L2	20	20	132	0.067	0.073	ns
15	width	C. elegans Dauer	C. inopinata L3	20	20	0	6.53e-08	1.4e-07	****
15	width	C. elegans Dauer	C. inopinata L4	20	20	0	6.63e-08	1.4e-07	****
15	width	C. elegans Dauer	C. tropicalis Dauer	20	20	248.5	0.192	0.201	ns
15	width	C. elegans L1	C. elegans L2	20	20	6	1.38e-07	2.46e-07	****
15	width	C. elegans L1	C. elegans L3	20	20	0	5.64e-08	1.4e-07	****
15	width	C. elegans L1	C. elegans L4	20	20	0	5.85e-08	1.4e-07	****
15	width	C. elegans L1	C. inopinata Adult	20	20	0	5.94e-08	1.4e-07	****
15	width	C. elegans L1	C. inopinata Dauer	20	20	1	6.79e-08	1.4e-07	****
15	width	C. elegans L1	C. inopinata L1	20	20	112.5	0.016	0.018	*
15	width	C. elegans L1	C. inopinata L2	20	20	13.5	4.18e-07	6.67e-07	****
15	width	C. elegans L1	C. inopinata L3	20	20	0	5.83e-08	1.4e-07	****
15	width	C. elegans L1	C. inopinata L4	20	20	0	5.91e-08	1.4e-07	****
15	width	C. elegans L1	C. tropicalis Dauer	20	20	92.5	0.003	0.004	**
15	width	C. elegans L2	C. elegans L3	20	20	0	6.07e-08	1.4e-07	****
15	width	C. elegans L2	C. elegans L4	20	20	0	6.29e-08	1.4e-07	****
15	width	C. elegans L2	C. inopinata Adult	20	20	0	6.39e-08	1.4e-07	****
15	width	C. elegans L2	C. inopinata Dauer	20	20	81.5	0.001	0.002	**
15	width	C. elegans L2	C. inopinata L1	20	20	393.5	1.52e-07	2.61e-07	****
15	width	C. elegans L2	C. inopinata L2	20	20	228	0.453	0.461	ns
15	width	C. elegans L2	C. inopinata L3	20	20	0.5	6.75e-08	1.4e-07	****
15	width	C. elegans L2	C. inopinata L4	20	20	0	6.36e-08	1.4e-07	****
15	width	C. elegans L2	C. tropicalis Dauer	20	20	364	8.94e-06	1.25e-05	****
15	width	C. elegans L3	C. elegans L4	20	20	4.5	1.24e-07	2.3e-07	****
15	width	C. elegans L3	C. inopinata Adult	20	20	0.5	6.9e-08	1.4e-07	****
15	width	C. elegans L3	C. inopinata Dauer	20	20	308	0.003	0.004	**
15	width	C. elegans L3	C. inopinata L1	20	20	400	5.87e-08	1.4e-07	****
15	width	C. elegans L3	C. inopinata L2	20	20	372.5	3.09e-06	4.46e-06	****
15	width	C. elegans L3	C. inopinata L3	20	20	117	0.025	0.028	*
15	width	C. elegans L3	C. inopinata L4	20	20	5.5	1.44e-07	2.52e-07	****
15	width	C. elegans L3	C. tropicalis Dauer	20	20	400	6.24e-08	1.4e-07	****
15	width	C. elegans L4	C. inopinata Adult	20	20	18.5	9.58e-07	1.48e-06	****
15	width	C. elegans L4	C. inopinata Dauer	20	20	400	6.56e-08	1.4e-07	****
15	width	C. elegans L4	C. inopinata L1	20	20	400	6.09e-08	1.4e-07	****
15	width	C. elegans L4	C. inopinata L2	20	20	400	6.52e-08	1.4e-07	****
15	width	C. elegans L4	C. inopinata L3	20	20	362.5	1.12e-05	1.54e-05	****
15	width	C. elegans L4	C. inopinata L4	20	20	172	0.456	0.461	ns
15	width	C. elegans L4	C. tropicalis Dauer	20	20	400	6.48e-08	1.4e-07	****
15	width	C. inopinata Adult	C. inopinata Dauer	20	20	400	6.65e-08	1.4e-07	****
15	width	C. inopinata Adult	C. inopinata L1	20	20	400	6.18e-08	1.4e-07	****
15	width	C. inopinata Adult	C. inopinata L2	20	20	400	6.62e-08	1.4e-07	****
15	width	C. inopinata Adult	C. inopinata L3	20	20	395.5	1.29e-07	2.35e-07	****
15	width	C. inopinata Adult	C. inopinata L4	20	20	380	1.18e-06	1.79e-06	****
15	width	C. inopinata Adult	C. tropicalis Dauer	20	20	400	6.57e-08	1.4e-07	****
15	width	C. inopinata Dauer	C. inopinata L1	20	20	400	6.1e-08	1.4e-07	****
15	width	C. inopinata Dauer	C. inopinata L2	20	20	312	0.002	0.003	**
15	width	C. inopinata Dauer	C. inopinata L3	20	20	49	4.53e-05	5.89e-05	****
15	width	C. inopinata Dauer	C. inopinata L4	20	20	3	1.03e-07	1.95e-07	****
15	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	392.5	1.93e-07	3.19e-07	****
15	width	C. inopinata L1	C. inopinata L2	20	20	30	3.9e-06	5.55e-06	****
15	width	C. inopinata L1	C. inopinata L3	20	20	0	6.07e-08	1.4e-07	****
15	width	C. inopinata L1	C. inopinata L4	20	20	0	6.15e-08	1.4e-07	****
15	width	C. inopinata L1	C. tropicalis Dauer	20	20	143.5	0.125	0.132	ns
15	width	C. inopinata L2	C. inopinata L3	20	20	13.5	4.67e-07	7.33e-07	****
15	width	C. inopinata L2	C. inopinata L4	20	20	1	7.66e-08	1.52e-07	****
15	width	C. inopinata L2	C. tropicalis Dauer	20	20	322	0.000947	0.001	**
15	width	C. inopinata L3	C. inopinata L4	20	20	26.5	2.74e-06	4.02e-06	****
15	width	C. inopinata L3	C. tropicalis Dauer	20	20	400	6.45e-08	1.4e-07	****
15	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	6.54e-08	1.4e-07	****
16	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.45e-08	1.32e-07	****
16	width	C. briggsae Dauer	C. elegans Dauer	20	20	207.5	0.849	0.858	ns
16	width	C. briggsae Dauer	C. elegans L1	20	20	244	0.235	0.261	ns
16	width	C. briggsae Dauer	C. elegans L2	20	20	39.5	1.24e-05	1.66e-05	****
16	width	C. briggsae Dauer	C. elegans L3	20	20	0	6.03e-08	1.32e-07	****
16	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.47e-08	1.32e-07	****
16	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.53e-08	1.32e-07	****
16	width	C. briggsae Dauer	C. inopinata Dauer	20	20	12.5	3.77e-07	6.02e-07	****
16	width	C. briggsae Dauer	C. inopinata L1	20	20	208.5	0.826	0.845	ns
16	width	C. briggsae Dauer	C. inopinata L2	20	20	60.5	0.000162	0.000199	***
16	width	C. briggsae Dauer	C. inopinata L3	20	20	0	6.49e-08	1.32e-07	****
16	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.42e-08	1.32e-07	****
16	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	178.5	0.568	0.594	ns
16	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.48e-08	1.32e-07	****
16	width	C. elegans Adult	C. elegans L1	20	20	400	6.04e-08	1.32e-07	****
16	width	C. elegans Adult	C. elegans L2	20	20	400	5.85e-08	1.32e-07	****
16	width	C. elegans Adult	C. elegans L3	20	20	400	6.14e-08	1.32e-07	****
16	width	C. elegans Adult	C. elegans L4	20	20	351.5	4.28e-05	5.41e-05	****
16	width	C. elegans Adult	C. inopinata Adult	20	20	125.5	0.045	0.052	ns
16	width	C. elegans Adult	C. inopinata Dauer	20	20	400	6.12e-08	1.32e-07	****
16	width	C. elegans Adult	C. inopinata L1	20	20	400	6.1e-08	1.32e-07	****
16	width	C. elegans Adult	C. inopinata L2	20	20	400	6.61e-08	1.32e-07	****
16	width	C. elegans Adult	C. inopinata L3	20	20	400	6.61e-08	1.32e-07	****
16	width	C. elegans Adult	C. inopinata L4	20	20	352.5	3.81e-05	4.88e-05	****
16	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.43e-08	1.32e-07	****
16	width	C. elegans Dauer	C. elegans L1	20	20	234	0.357	0.387	ns
16	width	C. elegans Dauer	C. elegans L2	20	20	28.5	3.12e-06	4.37e-06	****
