column_label	.y.	group1	group2	n1	n2	statistic	p	p.adj	p.adj.signif
60	width	C. inopinata Dauer	C. inopinata L2	20	20	303.5	0.005	0.006	**
60	width	C. inopinata Dauer	C. inopinata L3	20	20	61	0.000173	0.000216	***
60	width	C. inopinata Dauer	C. inopinata L4	20	20	0	6.32e-08	1.52e-07	****
60	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	380	1.03e-06	1.67e-06	****
60	width	C. inopinata L1	C. inopinata L2	20	20	30	3.9e-06	5.91e-06	****
60	width	C. inopinata L1	C. inopinata L3	20	20	0	6.14e-08	1.52e-07	****
60	width	C. inopinata L1	C. inopinata L4	20	20	0	5.98e-08	1.52e-07	****
60	width	C. inopinata L1	C. tropicalis Dauer	20	20	88	0.002	0.003	**
60	width	C. inopinata L2	C. inopinata L3	20	20	29.5	4.12e-06	6.15e-06	****
60	width	C. inopinata L2	C. inopinata L4	20	20	0	6.4e-08	1.52e-07	****
60	width	C. inopinata L2	C. tropicalis Dauer	20	20	293	0.011	0.013	*
60	width	C. inopinata L3	C. inopinata L4	20	20	22	1.49e-06	2.38e-06	****
60	width	C. inopinata L3	C. tropicalis Dauer	20	20	396	1.08e-07	2.01e-07	****
60	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	5.76e-08	1.52e-07	****
61	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.54e-08	1.42e-07	****
61	width	C. briggsae Dauer	C. elegans Dauer	20	20	184.5	0.683	0.698	ns
61	width	C. briggsae Dauer	C. elegans L1	20	20	299.5	0.007	0.008	**
61	width	C. briggsae Dauer	C. elegans L2	20	20	40	1.48e-05	2.04e-05	****
61	width	C. briggsae Dauer	C. elegans L3	20	20	0	6.22e-08	1.42e-07	****
61	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.49e-08	1.42e-07	****
61	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.55e-08	1.42e-07	****
61	width	C. briggsae Dauer	C. inopinata Dauer	20	20	9.5	2.62e-07	4.18e-07	****
61	width	C. briggsae Dauer	C. inopinata L1	20	20	252.5	0.155	0.166	ns
61	width	C. briggsae Dauer	C. inopinata L2	20	20	75	0.000715	0.000904	***
61	width	C. briggsae Dauer	C. inopinata L3	20	20	3	1.02e-07	1.86e-07	****
61	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.45e-08	1.42e-07	****
61	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	194.5	0.892	0.892	ns
61	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.58e-08	1.42e-07	****
61	width	C. elegans Adult	C. elegans L1	20	20	400	5.61e-08	1.42e-07	****
61	width	C. elegans Adult	C. elegans L2	20	20	400	6.47e-08	1.42e-07	****
61	width	C. elegans Adult	C. elegans L3	20	20	399.5	6.89e-08	1.42e-07	****
61	width	C. elegans Adult	C. elegans L4	20	20	365.5	7.9e-06	1.11e-05	****
61	width	C. elegans Adult	C. inopinata Adult	20	20	105	0.01	0.012	*
61	width	C. elegans Adult	C. inopinata Dauer	20	20	400	6.68e-08	1.42e-07	****
61	width	C. elegans Adult	C. inopinata L1	20	20	400	6.17e-08	1.42e-07	****
61	width	C. elegans Adult	C. inopinata L2	20	20	400	6.66e-08	1.42e-07	****
61	width	C. elegans Adult	C. inopinata L3	20	20	395.5	1.3e-07	2.19e-07	****
61	width	C. elegans Adult	C. inopinata L4	20	20	355.5	2.68e-05	3.53e-05	****
61	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.61e-08	1.42e-07	****
61	width	C. elegans Dauer	C. elegans L1	20	20	281.5	0.026	0.029	*
61	width	C. elegans Dauer	C. elegans L2	20	20	54.5	8.04e-05	0.000105	***
61	width	C. elegans Dauer	C. elegans L3	20	20	0	6.26e-08	1.42e-07	****
61	width	C. elegans Dauer	C. elegans L4	20	20	0	6.52e-08	1.42e-07	****
61	width	C. elegans Dauer	C. inopinata Adult	20	20	0	6.59e-08	1.42e-07	****
61	width	C. elegans Dauer	C. inopinata Dauer	20	20	12.5	4.02e-07	6.31e-07	****
61	width	C. elegans Dauer	C. inopinata L1	20	20	250.5	0.172	0.182	ns
61	width	C. elegans Dauer	C. inopinata L2	20	20	99.5	0.007	0.008	**
61	width	C. elegans Dauer	C. inopinata L3	20	20	4.5	1.28e-07	2.19e-07	****
61	width	C. elegans Dauer	C. inopinata L4	20	20	0	6.49e-08	1.42e-07	****
61	width	C. elegans Dauer	C. tropicalis Dauer	20	20	211.5	0.765	0.774	ns
61	width	C. elegans L1	C. elegans L2	20	20	1	6.26e-08	1.42e-07	****
61	width	C. elegans L1	C. elegans L3	20	20	0	5.33e-08	1.42e-07	****
61	width	C. elegans L1	C. elegans L4	20	20	0	5.56e-08	1.42e-07	****
61	width	C. elegans L1	C. inopinata Adult	20	20	0	5.62e-08	1.42e-07	****
61	width	C. elegans L1	C. inopinata Dauer	20	20	0	5.58e-08	1.42e-07	****
61	width	C. elegans L1	C. inopinata L1	20	20	130	0.052	0.057	ns
61	width	C. elegans L1	C. inopinata L2	20	20	6.5	1.44e-07	2.34e-07	****
61	width	C. elegans L1	C. inopinata L3	20	20	0	5.57e-08	1.42e-07	****
61	width	C. elegans L1	C. inopinata L4	20	20	0	5.53e-08	1.42e-07	****
61	width	C. elegans L1	C. tropicalis Dauer	20	20	117	0.023	0.026	*
61	width	C. elegans L2	C. elegans L3	20	20	2	8.21e-08	1.59e-07	****
61	width	C. elegans L2	C. elegans L4	20	20	0	6.41e-08	1.42e-07	****
61	width	C. elegans L2	C. inopinata Adult	20	20	0	6.48e-08	1.42e-07	****
61	width	C. elegans L2	C. inopinata Dauer	20	20	81.5	0.001	0.002	**
61	width	C. elegans L2	C. inopinata L1	20	20	394.5	1.34e-07	2.22e-07	****
61	width	C. elegans L2	C. inopinata L2	20	20	243	0.248	0.256	ns
61	width	C. elegans L2	C. inopinata L3	20	20	15	5.62e-07	8.67e-07	****
61	width	C. elegans L2	C. inopinata L4	20	20	0	6.38e-08	1.42e-07	****
61	width	C. elegans L2	C. tropicalis Dauer	20	20	356.5	2.24e-05	3e-05	****
61	width	C. elegans L3	C. elegans L4	20	20	4.5	1.24e-07	2.17e-07	****
61	width	C. elegans L3	C. inopinata Adult	20	20	0	6.4e-08	1.42e-07	****
61	width	C. elegans L3	C. inopinata Dauer	20	20	310	0.003	0.004	**
61	width	C. elegans L3	C. inopinata L1	20	20	400	5.87e-08	1.42e-07	****
61	width	C. elegans L3	C. inopinata L2	20	20	369.5	4.59e-06	6.53e-06	****
61	width	C. elegans L3	C. inopinata L3	20	20	109.5	0.014	0.016	*
61	width	C. elegans L3	C. inopinata L4	20	20	4.5	1.23e-07	2.17e-07	****
61	width	C. elegans L3	C. tropicalis Dauer	20	20	400	6.29e-08	1.42e-07	****
61	width	C. elegans L4	C. inopinata Adult	20	20	1	7.76e-08	1.54e-07	****
61	width	C. elegans L4	C. inopinata Dauer	20	20	400	6.63e-08	1.42e-07	****
61	width	C. elegans L4	C. inopinata L1	20	20	400	6.12e-08	1.42e-07	****
61	width	C. elegans L4	C. inopinata L2	20	20	400	6.61e-08	1.42e-07	****
61	width	C. elegans L4	C. inopinata L3	20	20	359.5	1.63e-05	2.21e-05	****
61	width	C. elegans L4	C. inopinata L4	20	20	147	0.154	0.166	ns
61	width	C. elegans L4	C. tropicalis Dauer	20	20	400	6.55e-08	1.42e-07	****
61	width	C. inopinata Adult	C. inopinata Dauer	20	20	400	6.69e-08	1.42e-07	****
61	width	C. inopinata Adult	C. inopinata L1	20	20	400	6.18e-08	1.42e-07	****
61	width	C. inopinata Adult	C. inopinata L2	20	20	400	6.67e-08	1.42e-07	****
61	width	C. inopinata Adult	C. inopinata L3	20	20	400	6.68e-08	1.42e-07	****
61	width	C. inopinata Adult	C. inopinata L4	20	20	400	6.63e-08	1.42e-07	****
61	width	C. inopinata Adult	C. tropicalis Dauer	20	20	400	6.62e-08	1.42e-07	****
61	width	C. inopinata Dauer	C. inopinata L1	20	20	400	6.14e-08	1.42e-07	****
61	width	C. inopinata Dauer	C. inopinata L2	20	20	317.5	0.002	0.002	**
61	width	C. inopinata Dauer	C. inopinata L3	20	20	58	0.000126	0.000161	***
61	width	C. inopinata Dauer	C. inopinata L4	20	20	2.5	9.57e-08	1.78e-07	****
61	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	385	5.78e-07	8.77e-07	****
61	width	C. inopinata L1	C. inopinata L2	20	20	25.5	2.2e-06	3.18e-06	****
61	width	C. inopinata L1	C. inopinata L3	20	20	0	6.13e-08	1.42e-07	****
61	width	C. inopinata L1	C. inopinata L4	20	20	0	6.08e-08	1.42e-07	****
61	width	C. inopinata L1	C. tropicalis Dauer	20	20	154	0.214	0.224	ns
61	width	C. inopinata L2	C. inopinata L3	20	20	22	1.53e-06	2.28e-06	****
61	width	C. inopinata L2	C. inopinata L4	20	20	1	7.64e-08	1.54e-07	****
61	width	C. inopinata L2	C. tropicalis Dauer	20	20	314	0.002	0.002	**
61	width	C. inopinata L3	C. inopinata L4	20	20	24.5	2.1e-06	3.08e-06	****
61	width	C. inopinata L3	C. tropicalis Dauer	20	20	398	8.82e-08	1.67e-07	****
61	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	6.51e-08	1.42e-07	****
62	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.41e-08	1.31e-07	****
62	width	C. briggsae Dauer	C. elegans Dauer	20	20	212	0.754	0.762	ns
62	width	C. briggsae Dauer	C. elegans L1	20	20	335	0.000242	0.000302	***
62	width	C. briggsae Dauer	C. elegans L2	20	20	34.5	6.76e-06	9.46e-06	****
62	width	C. briggsae Dauer	C. elegans L3	20	20	0	6.15e-08	1.31e-07	****
62	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.33e-08	1.31e-07	****
62	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.39e-08	1.31e-07	****
62	width	C. briggsae Dauer	C. inopinata Dauer	20	20	8	2.02e-07	3.34e-07	****
62	width	C. briggsae Dauer	C. inopinata L1	20	20	279.5	0.03	0.033	*
62	width	C. briggsae Dauer	C. inopinata L2	20	20	82.5	0.001	0.002	**
62	width	C. briggsae Dauer	C. inopinata L3	20	20	0	6.21e-08	1.31e-07	****
62	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.33e-08	1.31e-07	****
62	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	204	0.924	0.924	ns
62	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.59e-08	1.31e-07	****
62	width	C. elegans Adult	C. elegans L1	20	20	400	6.07e-08	1.31e-07	****
62	width	C. elegans Adult	C. elegans L2	20	20	400	6.2e-08	1.31e-07	****
62	width	C. elegans Adult	C. elegans L3	20	20	398	8.69e-08	1.55e-07	****
62	width	C. elegans Adult	C. elegans L4	20	20	343.5	0.000106	0.000138	***
62	width	C. elegans Adult	C. inopinata Adult	20	20	141.5	0.116	0.124	ns
62	width	C. elegans Adult	C. inopinata Dauer	20	20	399	7.57e-08	1.41e-07	****
62	width	C. elegans Adult	C. inopinata L1	20	20	400	6.16e-08	1.31e-07	****
62	width	C. elegans Adult	C. inopinata L2	20	20	400	6.63e-08	1.31e-07	****
62	width	C. elegans Adult	C. inopinata L3	20	20	391	2.45e-07	3.98e-07	****
62	width	C. elegans Adult	C. inopinata L4	20	20	340.5	0.000149	0.000191	***
62	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.47e-08	1.31e-07	****
62	width	C. elegans Dauer	C. elegans L1	20	20	295.5	0.009	0.011	*
62	width	C. elegans Dauer	C. elegans L2	20	20	49	4.19e-05	5.53e-05	****
62	width	C. elegans Dauer	C. elegans L3	20	20	0	6.32e-08	1.31e-07	****
62	width	C. elegans Dauer	C. elegans L4	20	20	0	6.5e-08	1.31e-07	****
62	width	C. elegans Dauer	C. inopinata Adult	20	20	0	6.57e-08	1.31e-07	****
62	width	C. elegans Dauer	C. inopinata Dauer	20	20	13.5	4.51e-07	6.84e-07	****
62	width	C. elegans Dauer	C. inopinata L1	20	20	243.5	0.24	0.254	ns
62	width	C. elegans Dauer	C. inopinata L2	20	20	86	0.002	0.002	**
62	width	C. elegans Dauer	C. inopinata L3	20	20	0	6.39e-08	1.31e-07	****
62	width	C. elegans Dauer	C. inopinata L4	20	20	0	6.5e-08	1.31e-07	****
62	width	C. elegans Dauer	C. tropicalis Dauer	20	20	186	0.713	0.729	ns
62	width	C. elegans L1	C. elegans L2	20	20	0	5.61e-08	1.31e-07	****
62	width	C. elegans L1	C. elegans L3	20	20	0	5.83e-08	1.31e-07	****
62	width	C. elegans L1	C. elegans L4	20	20	0	6e-08	1.31e-07	****
62	width	C. elegans L1	C. inopinata Adult	20	20	0	6.06e-08	1.31e-07	****
62	width	C. elegans L1	C. inopinata Dauer	20	20	0	5.9e-08	1.31e-07	****
62	width	C. elegans L1	C. inopinata L1	20	20	111.5	0.015	0.017	*
62	width	C. elegans L1	C. inopinata L2	20	20	10	2.59e-07	4.13e-07	****
62	width	C. elegans L1	C. inopinata L3	20	20	0	5.89e-08	1.31e-07	****
62	width	C. elegans L1	C. inopinata L4	20	20	0	6e-08	1.31e-07	****
62	width	C. elegans L1	C. tropicalis Dauer	20	20	63.5	0.000199	0.000252	***
62	width	C. elegans L2	C. elegans L3	20	20	0	5.95e-08	1.31e-07	****
62	width	C. elegans L2	C. elegans L4	20	20	0	6.12e-08	1.31e-07	****
62	width	C. elegans L2	C. inopinata Adult	20	20	0	6.18e-08	1.31e-07	****
62	width	C. elegans L2	C. inopinata Dauer	20	20	65.5	0.00026	0.00032	***
62	width	C. elegans L2	C. inopinata L1	20	20	398	7.6e-08	1.41e-07	****
62	width	C. elegans L2	C. inopinata L2	20	20	217	0.653	0.675	ns
62	width	C. elegans L2	C. inopinata L3	20	20	0	6.01e-08	1.31e-07	****
62	width	C. elegans L2	C. inopinata L4	20	20	0	6.12e-08	1.31e-07	****
62	width	C. elegans L2	C. tropicalis Dauer	20	20	354.5	2.82e-05	3.77e-05	****
62	width	C. elegans L3	C. elegans L4	20	20	11	3.2e-07	5.02e-07	****
62	width	C. elegans L3	C. inopinata Adult	20	20	0	6.41e-08	1.31e-07	****
62	width	C. elegans L3	C. inopinata Dauer	20	20	331	0.00039	0.000473	***
62	width	C. elegans L3	C. inopinata L1	20	20	400	5.91e-08	1.31e-07	****
62	width	C. elegans L3	C. inopinata L2	20	20	369.5	4.6e-06	6.54e-06	****
62	width	C. elegans L3	C. inopinata L3	20	20	106.5	0.011	0.013	*
62	width	C. elegans L3	C. inopinata L4	20	20	2	8.58e-08	1.55e-07	****
62	width	C. elegans L3	C. tropicalis Dauer	20	20	400	6.21e-08	1.31e-07	****
62	width	C. elegans L4	C. inopinata Adult	20	20	7	1.85e-07	3.12e-07	****
62	width	C. elegans L4	C. inopinata Dauer	20	20	396.5	1.08e-07	1.89e-07	****
62	width	C. elegans L4	C. inopinata L1	20	20	400	6.08e-08	1.31e-07	****
62	width	C. elegans L4	C. inopinata L2	20	20	400	6.54e-08	1.31e-07	****
62	width	C. elegans L4	C. inopinata L3	20	20	360	1.51e-05	2.05e-05	****
62	width	C. elegans L4	C. inopinata L4	20	20	182.5	0.645	0.675	ns
62	width	C. elegans L4	C. tropicalis Dauer	20	20	400	6.39e-08	1.31e-07	****
62	width	C. inopinata Adult	C. inopinata Dauer	20	20	400	6.49e-08	1.31e-07	****
62	width	C. inopinata Adult	C. inopinata L1	20	20	400	6.14e-08	1.31e-07	****
62	width	C. inopinata Adult	C. inopinata L2	20	20	400	6.61e-08	1.31e-07	****
62	width	C. inopinata Adult	C. inopinata L3	20	20	400	6.48e-08	1.31e-07	****
62	width	C. inopinata Adult	C. inopinata L4	20	20	393.5	1.72e-07	2.95e-07	****
62	width	C. inopinata Adult	C. tropicalis Dauer	20	20	400	6.45e-08	1.31e-07	****
62	width	C. inopinata Dauer	C. inopinata L1	20	20	400	5.99e-08	1.31e-07	****
62	width	C. inopinata Dauer	C. inopinata L2	20	20	302.5	0.006	0.006	**
62	width	C. inopinata Dauer	C. inopinata L3	20	20	38	1.19e-05	1.64e-05	****
62	width	C. inopinata Dauer	C. inopinata L4	20	20	0.5	6.93e-08	1.34e-07	****
62	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	383.5	6.74e-07	9.89e-07	****
62	width	C. inopinata L1	C. inopinata L2	20	20	29.5	3.67e-06	5.3e-06	****
62	width	C. inopinata L1	C. inopinata L3	20	20	0	5.97e-08	1.31e-07	****
62	width	C. inopinata L1	C. inopinata L4	20	20	0	6.08e-08	1.31e-07	****
62	width	C. inopinata L1	C. tropicalis Dauer	20	20	125.5	0.042	0.046	*
62	width	C. inopinata L2	C. inopinata L3	20	20	12.5	4.02e-07	6.2e-07	****
62	width	C. inopinata L2	C. inopinata L4	20	20	0	6.54e-08	1.31e-07	****
62	width	C. inopinata L2	C. tropicalis Dauer	20	20	318	0.001	0.002	**
62	width	C. inopinata L3	C. inopinata L4	20	20	15.5	6.01e-07	8.97e-07	****
62	width	C. inopinata L3	C. tropicalis Dauer	20	20	400	6.27e-08	1.31e-07	****
62	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	6.39e-08	1.31e-07	****
63	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.29e-08	1.31e-07	****
63	width	C. briggsae Dauer	C. elegans Dauer	20	20	150.5	0.181	0.192	ns
63	width	C. briggsae Dauer	C. elegans L1	20	20	226	0.486	0.503	ns
63	width	C. briggsae Dauer	C. elegans L2	20	20	13	4.1e-07	6.66e-07	****
63	width	C. briggsae Dauer	C. elegans L3	20	20	0	6.03e-08	1.31e-07	****
63	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.36e-08	1.31e-07	****
63	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.4e-08	1.31e-07	****
63	width	C. briggsae Dauer	C. inopinata Dauer	20	20	6	1.47e-07	2.52e-07	****
63	width	C. briggsae Dauer	C. inopinata L1	20	20	196.5	0.934	0.934	ns
63	width	C. briggsae Dauer	C. inopinata L2	20	20	48	3.83e-05	4.84e-05	****
63	width	C. briggsae Dauer	C. inopinata L3	20	20	0	6.36e-08	1.31e-07	****
63	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.38e-08	1.31e-07	****
63	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	130.5	0.061	0.066	ns
63	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.39e-08	1.31e-07	****
63	width	C. elegans Adult	C. elegans L1	20	20	400	6.05e-08	1.31e-07	****
63	width	C. elegans Adult	C. elegans L2	20	20	400	6.35e-08	1.31e-07	****
63	width	C. elegans Adult	C. elegans L3	20	20	400	6.24e-08	1.31e-07	****
63	width	C. elegans Adult	C. elegans L4	20	20	363	1.07e-05	1.39e-05	****
63	width	C. elegans Adult	C. inopinata Adult	20	20	85	0.002	0.002	**
63	width	C. elegans Adult	C. inopinata Dauer	20	20	400	6.25e-08	1.31e-07	****
63	width	C. elegans Adult	C. inopinata L1	20	20	400	6.07e-08	1.31e-07	****
63	width	C. elegans Adult	C. inopinata L2	20	20	400	6.5e-08	1.31e-07	****
63	width	C. elegans Adult	C. inopinata L3	20	20	400	6.58e-08	1.31e-07	****
63	width	C. elegans Adult	C. inopinata L4	20	20	366	7.32e-06	9.8e-06	****
63	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.4e-08	1.31e-07	****
63	width	C. elegans Dauer	C. elegans L1	20	20	284	0.022	0.025	*
63	width	C. elegans Dauer	C. elegans L2	20	20	37	1.01e-05	1.33e-05	****
63	width	C. elegans Dauer	C. elegans L3	20	20	0	6.13e-08	1.31e-07	****
63	width	C. elegans Dauer	C. elegans L4	20	20	0	6.46e-08	1.31e-07	****
63	width	C. elegans Dauer	C. inopinata Adult	20	20	0	6.5e-08	1.31e-07	****
63	width	C. elegans Dauer	C. inopinata Dauer	20	20	14.5	5.07e-07	8.09e-07	****
63	width	C. elegans Dauer	C. inopinata L1	20	20	255	0.134	0.143	ns
63	width	C. elegans Dauer	C. inopinata L2	20	20	91.5	0.003	0.004	**
63	width	C. elegans Dauer	C. inopinata L3	20	20	0	6.46e-08	1.31e-07	****
63	width	C. elegans Dauer	C. inopinata L4	20	20	0	6.48e-08	1.31e-07	****
63	width	C. elegans Dauer	C. tropicalis Dauer	20	20	178	0.558	0.571	ns
63	width	C. elegans L1	C. elegans L2	20	20	3.5	9.98e-08	1.82e-07	****
63	width	C. elegans L1	C. elegans L3	20	20	0	5.79e-08	1.31e-07	****
63	width	C. elegans L1	C. elegans L4	20	20	0	6.11e-08	1.31e-07	****
63	width	C. elegans L1	C. inopinata Adult	20	20	0	6.15e-08	1.31e-07	****
63	width	C. elegans L1	C. inopinata Dauer	20	20	1.5	7.27e-08	1.4e-07	****
63	width	C. elegans L1	C. inopinata L1	20	20	154.5	0.213	0.223	ns
63	width	C. elegans L1	C. inopinata L2	20	20	23	1.52e-06	2.2e-06	****
63	width	C. elegans L1	C. inopinata L3	20	20	0	6.11e-08	1.31e-07	****
63	width	C. elegans L1	C. inopinata L4	20	20	0	6.13e-08	1.31e-07	****
63	width	C. elegans L1	C. tropicalis Dauer	20	20	111	0.016	0.018	*
63	width	C. elegans L2	C. elegans L3	20	20	0	6.08e-08	1.31e-07	****
63	width	C. elegans L2	C. elegans L4	20	20	0	6.41e-08	1.31e-07	****
63	width	C. elegans L2	C. inopinata Adult	20	20	0	6.46e-08	1.31e-07	****
63	width	C. elegans L2	C. inopinata Dauer	20	20	81.5	0.001	0.002	**
63	width	C. elegans L2	C. inopinata L1	20	20	398.5	7.37e-08	1.4e-07	****
63	width	C. elegans L2	C. inopinata L2	20	20	256	0.131	0.142	ns
63	width	C. elegans L2	C. inopinata L3	20	20	5	1.34e-07	2.35e-07	****
63	width	C. elegans L2	C. inopinata L4	20	20	0	6.43e-08	1.31e-07	****
63	width	C. elegans L2	C. tropicalis Dauer	20	20	323.5	0.000837	0.001	**
63	width	C. elegans L3	C. elegans L4	20	20	0	6.3e-08	1.31e-07	****
63	width	C. elegans L3	C. inopinata Adult	20	20	0	6.35e-08	1.31e-07	****
63	width	C. elegans L3	C. inopinata Dauer	20	20	379.5	1.13e-06	1.74e-06	****
63	width	C. elegans L3	C. inopinata L1	20	20	400	5.82e-08	1.31e-07	****
63	width	C. elegans L3	C. inopinata L2	20	20	370	4.25e-06	5.86e-06	****
63	width	C. elegans L3	C. inopinata L3	20	20	122.5	0.036	0.041	*
63	width	C. elegans L3	C. inopinata L4	20	20	0	6.32e-08	1.31e-07	****
63	width	C. elegans L3	C. tropicalis Dauer	20	20	392.5	1.86e-07	3.13e-07	****
63	width	C. elegans L4	C. inopinata Adult	20	20	21.5	1.45e-06	2.18e-06	****
63	width	C. elegans L4	C. inopinata Dauer	20	20	400	6.31e-08	1.31e-07	****
63	width	C. elegans L4	C. inopinata L1	20	20	400	6.14e-08	1.31e-07	****
63	width	C. elegans L4	C. inopinata L2	20	20	400	6.57e-08	1.31e-07	****
63	width	C. elegans L4	C. inopinata L3	20	20	381	1.01e-06	1.58e-06	****
63	width	C. elegans L4	C. inopinata L4	20	20	208.5	0.828	0.837	ns
63	width	C. elegans L4	C. tropicalis Dauer	20	20	400	6.47e-08	1.31e-07	****
63	width	C. inopinata Adult	C. inopinata Dauer	20	20	400	6.36e-08	1.31e-07	****
63	width	C. inopinata Adult	C. inopinata L1	20	20	400	6.18e-08	1.31e-07	****
63	width	C. inopinata Adult	C. inopinata L2	20	20	400	6.62e-08	1.31e-07	****
63	width	C. inopinata Adult	C. inopinata L3	20	20	396	1.21e-07	2.16e-07	****
63	width	C. inopinata Adult	C. inopinata L4	20	20	378.5	1.46e-06	2.18e-06	****
63	width	C. inopinata Adult	C. tropicalis Dauer	20	20	400	6.51e-08	1.31e-07	****
63	width	C. inopinata Dauer	C. inopinata L1	20	20	398	7.86e-08	1.46e-07	****
63	width	C. inopinata Dauer	C. inopinata L2	20	20	302	0.006	0.007	**
63	width	C. inopinata Dauer	C. inopinata L3	20	20	32.5	5.81e-06	7.89e-06	****
63	width	C. inopinata Dauer	C. inopinata L4	20	20	0	6.33e-08	1.31e-07	****
63	width	C. inopinata Dauer	C. tropicalis Dauer	20	20	353	3.44e-05	4.41e-05	****
63	width	C. inopinata L1	C. inopinata L2	20	20	30	3.9e-06	5.46e-06	****
63	width	C. inopinata L1	C. inopinata L3	20	20	0	6.14e-08	1.31e-07	****
63	width	C. inopinata L1	C. inopinata L4	20	20	0	6.15e-08	1.31e-07	****
63	width	C. inopinata L1	C. tropicalis Dauer	20	20	129.5	0.056	0.062	ns
63	width	C. inopinata L2	C. inopinata L3	20	20	22.5	1.63e-06	2.32e-06	****
63	width	C. inopinata L2	C. inopinata L4	20	20	0	6.59e-08	1.31e-07	****
63	width	C. inopinata L2	C. tropicalis Dauer	20	20	271.5	0.053	0.06	ns
63	width	C. inopinata L3	C. inopinata L4	20	20	22	1.52e-06	2.2e-06	****
63	width	C. inopinata L3	C. tropicalis Dauer	20	20	392.5	1.96e-07	3.24e-07	****
63	width	C. inopinata L4	C. tropicalis Dauer	20	20	400	6.49e-08	1.31e-07	****
64	width	C. briggsae Dauer	C. elegans Adult	20	20	0	6.39e-08	1.27e-07	****
64	width	C. briggsae Dauer	C. elegans Dauer	20	20	201.5	0.978	0.978	ns
64	width	C. briggsae Dauer	C. elegans L1	20	20	240.5	0.274	0.292	ns
64	width	C. briggsae Dauer	C. elegans L2	20	20	13	4.07e-07	6.39e-07	****
64	width	C. briggsae Dauer	C. elegans L3	20	20	0	5.33e-08	1.27e-07	****
64	width	C. briggsae Dauer	C. elegans L4	20	20	0	6.42e-08	1.27e-07	****
64	width	C. briggsae Dauer	C. inopinata Adult	20	20	0	6.44e-08	1.27e-07	****
64	width	C. briggsae Dauer	C. inopinata Dauer	20	20	7.5	1.88e-07	3.11e-07	****
64	width	C. briggsae Dauer	C. inopinata L1	20	20	209.5	0.804	0.822	ns
64	width	C. briggsae Dauer	C. inopinata L2	20	20	50	4.86e-05	6.14e-05	****
64	width	C. briggsae Dauer	C. inopinata L3	20	20	1	7.47e-08	1.39e-07	****
64	width	C. briggsae Dauer	C. inopinata L4	20	20	0	6.35e-08	1.27e-07	****
64	width	C. briggsae Dauer	C. tropicalis Dauer	20	20	131	0.062	0.069	ns
64	width	C. elegans Adult	C. elegans Dauer	20	20	400	6.28e-08	1.27e-07	****
64	width	C. elegans Adult	C. elegans L1	20	20	400	6.29e-08	1.27e-07	****
64	width	C. elegans Adult	C. elegans L2	20	20	400	6.31e-08	1.27e-07	****
64	width	C. elegans Adult	C. elegans L3	20	20	400	5.46e-08	1.27e-07	****
64	width	C. elegans Adult	C. elegans L4	20	20	376	2e-06	2.94e-06	****
64	width	C. elegans Adult	C. inopinata Adult	20	20	114.5	0.021	0.024	*
64	width	C. elegans Adult	C. inopinata Dauer	20	20	400	6.39e-08	1.27e-07	****
64	width	C. elegans Adult	C. inopinata L1	20	20	400	6.09e-08	1.27e-07	****
64	width	C. elegans Adult	C. inopinata L2	20	20	400	6.53e-08	1.27e-07	****
64	width	C. elegans Adult	C. inopinata L3	20	20	400	6.58e-08	1.27e-07	****
64	width	C. elegans Adult	C. inopinata L4	20	20	379.5	1.23e-06	1.9e-06	****
64	width	C. elegans Adult	C. tropicalis Dauer	20	20	400	6.49e-08	1.27e-07	****
64	width	C. elegans Dauer	C. elegans L1	20	20	233.5	0.366	0.383	ns
64	width	C. elegans Dauer	C. elegans L2	20	20	10.5	2.73e-07	4.37e-07	****
64	width	C. elegans Dauer	C. elegans L3	20	20	0	5.23e-08	1.27e-07	****
64	width	C. elegans Dauer	C. elegans L4	20	20	0	6.3e-08	1.27e-07	****
